,title,price,link
71,"Primebook S 4G, 2024(New, WiFi+4G) Android Based MediaTek MT8788 - (PrimeOS) 4G SIM Slot, Thin and Light Laptop (11.6 Inch, 1.065 Kg, Type C) (4GB/128GB eMMC Storage, Black)  ","15,990",https://amazon.in//Primebook-Android-Based-MediaTek-MT8788/dp/B0D1Y359QD/ref=sr_1_121?dib=eyJ2IjoiMSJ9.9VZUCZBRnGp5mMlb3KoHaKeqElWbL_YvnUhdy240us_Bn8h9lb0FYXOtx6J45ThH_Tzu5uSUBm3UZ_-wEWzcdeQ3qrOZ-b1trHVmDDWVmxkjT_XeKlMPKY9nkZ_9vlLwI95Idz7RiTP7LtugtQlprts7R5-qT21hJFRZ0WnLQRY6zhwVW_Al_Kv00rJlBPuxdgiDsUJ4Su4WWXYX5NpnUa8uLGgbjv7PZU6NvNK57Qs.9LdijfifJFS0dLsJxQdeQRc3xCsIIf_pkvqdM3iq2BU&dib_tag=se&keywords=laptop&qid=1724844438&sr=8-121
72,"HP Laptop 15s, AMD Ryzen 7 5700U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, AMD Radeon graphics, Backlit KB, Thin & light, Dual speakers (Win 11, MSO 2021, Silver, 1.69 kg), ey2001AU  ","48,805",https://amazon.in//HP-15-6-inch-Graphics-Speakers-ey2001AU/dp/B0C9DDN2JB/ref=sr_1_122?dib=eyJ2IjoiMSJ9.9VZUCZBRnGp5mMlb3KoHaKeqElWbL_YvnUhdy240us_Bn8h9lb0FYXOtx6J45ThH_Tzu5uSUBm3UZ_-wEWzcdeQ3qrOZ-b1trHVmDDWVmxkjT_XeKlMPKY9nkZ_9vlLwI95Idz7RiTP7LtugtQlprts7R5-qT21hJFRZ0WnLQRY6zhwVW_Al_Kv00rJlBPuxdgiDsUJ4Su4WWXYX5NpnUa8uLGgbjv7PZU6NvNK57Qs.9LdijfifJFS0dLsJxQdeQRc3xCsIIf_pkvqdM3iq2BU&dib_tag=se&keywords=laptop&qid=1724844438&sr=8-122
73,"Lenovo IdeaPad Slim 3 13th Gen Intel Core i5-13420H 15.6"" (39.6cm) FHD 300 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 21/1Yr ADP Free/Alexa/3 Month Game Pass/Grey/1.62Kg), 83EM0026IN  ","58,390",https://amazon.in//sspa/click?ie=UTF8&spc=MToyMzQxNjUxMzE0NjU4NzUxOjE3MjQ4NDQ0Mzg6c3BfbXRmOjMwMDEwMzQ5ODU4NjIzMjo6MDo6&url=%2FLenovo-IdeaPad-i5-13420H-Warranty-83EM0026IN%2Fdp%2FB0CNVH6Z24%2Fref%3Dsr_1_123_sspa%3Fdib%3DeyJ2IjoiMSJ9.9VZUCZBRnGp5mMlb3KoHaKeqElWbL_YvnUhdy240us_Bn8h9lb0FYXOtx6J45ThH_Tzu5uSUBm3UZ_-wEWzcdeQ3qrOZ-b1trHVmDDWVmxkjT_XeKlMPKY9nkZ_9vlLwI95Idz7RiTP7LtugtQlprts7R5-qT21hJFRZ0WnLQRY6zhwVW_Al_Kv00rJlBPuxdgiDsUJ4Su4WWXYX5NpnUa8uLGgbjv7PZU6NvNK57Qs.9LdijfifJFS0dLsJxQdeQRc3xCsIIf_pkvqdM3iq2BU%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1724844438%26sr%3D8-123-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
74,"[Smart Choice] Lenovo IdeaPad Gaming 3 Laptop AMD Ryzen 5 5500H 15.6"" (39.62cm) FHD IPS 300nits 144Hz (8GB/512GB SSD/Win 11/NVIDIA RTX 2050 4GB/Alexa/3 Month Game Pass/Shadow Black/2.32Kg), 82K20289IN  ","45,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToyMzQxNjUxMzE0NjU4NzUxOjE3MjQ4NDQ0Mzg6c3BfbXRmOjMwMDE2ODIyMjI5NDQzMjo6MDo6&url=%2FLenovo-IdeaPad-39-62cm-300nits-82K20289IN%2Fdp%2FB0CL5L59Z9%2Fref%3Dsr_1_124_sspa%3Fdib%3DeyJ2IjoiMSJ9.9VZUCZBRnGp5mMlb3KoHaKeqElWbL_YvnUhdy240us_Bn8h9lb0FYXOtx6J45ThH_Tzu5uSUBm3UZ_-wEWzcdeQ3qrOZ-b1trHVmDDWVmxkjT_XeKlMPKY9nkZ_9vlLwI95Idz7RiTP7LtugtQlprts7R5-qT21hJFRZ0WnLQRY6zhwVW_Al_Kv00rJlBPuxdgiDsUJ4Su4WWXYX5NpnUa8uLGgbjv7PZU6NvNK57Qs.9LdijfifJFS0dLsJxQdeQRc3xCsIIf_pkvqdM3iq2BU%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1724844438%26sr%3D8-124-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
75,"Dell XPS 9320 Laptop, Intel Evo platform powered by Intel Core i7-1360P Processor/32GB LPDDR5/1TB SSD/13.4""(34.03cm)UHD+ Touch/Backlit KB + FPR/Win 11 + MSO'21 + 15 Month McAfee/Platinum Silver/1.24KG  ","2,02,590",https://amazon.in//Dell-platform-i7-1360P-Processor-Platinum/dp/B0CBKY79M8/ref=sr_1_125?dib=eyJ2IjoiMSJ9.9VZUCZBRnGp5mMlb3KoHaKeqElWbL_YvnUhdy240us_Bn8h9lb0FYXOtx6J45ThH_Tzu5uSUBm3UZ_-wEWzcdeQ3qrOZ-b1trHVmDDWVmxkjT_XeKlMPKY9nkZ_9vlLwI95Idz7RiTP7LtugtQlprts7R5-qT21hJFRZ0WnLQRY6zhwVW_Al_Kv00rJlBPuxdgiDsUJ4Su4WWXYX5NpnUa8uLGgbjv7PZU6NvNK57Qs.9LdijfifJFS0dLsJxQdeQRc3xCsIIf_pkvqdM3iq2BU&dib_tag=se&keywords=laptop&qid=1724844438&sr=8-125
76,"ASUS TUF F17 Gaming Laptop, Intel Core i5-11400H 11th Gen, 17.3-inch (43.94 cm) 144Hz, (8GB RAM/512GB SSD/4GB NVIDIA GeForce RTX 2050/Windows 11/ RGB Backlit KB/Black/2.30 kg), â€ŽFX706HF-HX018W  ","48,990",https://amazon.in//ASUS-i5-11400H-17-3-inch-GeForce-FX706HF-HX018W/dp/B0C27VNNWH/ref=sr_1_126?dib=eyJ2IjoiMSJ9.9VZUCZBRnGp5mMlb3KoHaKeqElWbL_YvnUhdy240us_Bn8h9lb0FYXOtx6J45ThH_Tzu5uSUBm3UZ_-wEWzcdeQ3qrOZ-b1trHVmDDWVmxkjT_XeKlMPKY9nkZ_9vlLwI95Idz7RiTP7LtugtQlprts7R5-qT21hJFRZ0WnLQRY6zhwVW_Al_Kv00rJlBPuxdgiDsUJ4Su4WWXYX5NpnUa8uLGgbjv7PZU6NvNK57Qs.9LdijfifJFS0dLsJxQdeQRc3xCsIIf_pkvqdM3iq2BU&dib_tag=se&keywords=laptop&qid=1724844438&sr=8-126
77,"Acer Nitro V Gaming Laptop 13th Gen Intel Core i5-13420H with RTX 3050 Graphics 6 GB VRAM, 144Hz Display (16 GB DDR5/512GB SSD/Windows 11 Home/Wi-Fi 6),15.6""(39.6cms) FHD ANV15-51  ","68,990",https://amazon.in//Acer-i5-13420H-Graphics-Display-ANV15-51/dp/B0CQP1T2VW/ref=sr_1_127?dib=eyJ2IjoiMSJ9.9VZUCZBRnGp5mMlb3KoHaKeqElWbL_YvnUhdy240us_Bn8h9lb0FYXOtx6J45ThH_Tzu5uSUBm3UZ_-wEWzcdeQ3qrOZ-b1trHVmDDWVmxkjT_XeKlMPKY9nkZ_9vlLwI95Idz7RiTP7LtugtQlprts7R5-qT21hJFRZ0WnLQRY6zhwVW_Al_Kv00rJlBPuxdgiDsUJ4Su4WWXYX5NpnUa8uLGgbjv7PZU6NvNK57Qs.9LdijfifJFS0dLsJxQdeQRc3xCsIIf_pkvqdM3iq2BU&dib_tag=se&keywords=laptop&qid=1724844438&sr=8-127
78,"Lenovo IdeaPad 1 AMD Ryzen 3 7320U 15.6"" HD Thin and Light Laptop (8 GB/512GB SDD/Windows 11 Home/Office 2021/1Yr ADP Free/Cloud Grey/1.58Kg), 82VG00EVIN  ","30,809",https://amazon.in//Lenovo-IdeaPad-Windows-Warranty-82VG00EVIN/dp/B0CJLP39RS/ref=sr_1_128?dib=eyJ2IjoiMSJ9.9VZUCZBRnGp5mMlb3KoHaKeqElWbL_YvnUhdy240us_Bn8h9lb0FYXOtx6J45ThH_Tzu5uSUBm3UZ_-wEWzcdeQ3qrOZ-b1trHVmDDWVmxkjT_XeKlMPKY9nkZ_9vlLwI95Idz7RiTP7LtugtQlprts7R5-qT21hJFRZ0WnLQRY6zhwVW_Al_Kv00rJlBPuxdgiDsUJ4Su4WWXYX5NpnUa8uLGgbjv7PZU6NvNK57Qs.9LdijfifJFS0dLsJxQdeQRc3xCsIIf_pkvqdM3iq2BU&dib_tag=se&keywords=laptop&qid=1724844438&sr=8-128
79,"Walker Thin & Light Laptop, (4GB Ram,128GB SSD) |14.1 inch FHD IPS Display |1920 *1080 Resolution | Gemini Lake N4020 | UHD Graphics 600| Mini-HDMI| Bluetooth| Webcam | Windows 11 Home | Cloud Silver  ","12,990",https://amazon.in//Walker-Display-Resolution-Graphics-Mini-HDMI/dp/B0CGVLLWT3/ref=sr_1_18?dib=eyJ2IjoiMSJ9.MPfRRWvR1zv8cS4EMt5RBaNu69b4O1sNkIk9bvdoBdgXUNROBVNK5LTVCuIKMZcde85G289Jga3jfVgcSNhfgcaOZ8nYqSDxQsFLZcnGfK0lsvAaU0kKTtscNQzzZ0voXuhmQF88VcES9d8FFudj4EUyfpmwmbpl_muaeMH6_3nFqmixZIYTSIaanzGvBknGDWYXlYoUpuTSoqqSCNLhqNlHhGjlwQM3a-RS1X8nUtw.0dJPNyW1m5cbhJYsmii28fe0Pok_4LqmgBvX7Yq0tAk&dib_tag=se&keywords=laptop&qid=1724844408&sr=8-18
80,"ASUS TUF Gaming A15, AMD Ryzen 7 7435HS, 15.6-inch FHD 144Hz, Gaming Laptop (16GB/512GB SSD/NVIDIA GeForce RTX 3050/Windows 11/48WHr/Graphite Black/2.3 Kg), FA506NCR-HN054W  ","67,990",https://amazon.in//ASUS-15-6-inch-GeForce-Graphite-FA506NCR-HN054W/dp/B0D5DFR78J/ref=sr_1_129?dib=eyJ2IjoiMSJ9.9VZUCZBRnGp5mMlb3KoHaKeqElWbL_YvnUhdy240us_Bn8h9lb0FYXOtx6J45ThH_Tzu5uSUBm3UZ_-wEWzcdeQ3qrOZ-b1trHVmDDWVmxkjT_XeKlMPKY9nkZ_9vlLwI95Idz7RiTP7LtugtQlprts7R5-qT21hJFRZ0WnLQRY6zhwVW_Al_Kv00rJlBPuxdgiDsUJ4Su4WWXYX5NpnUa8uLGgbjv7PZU6NvNK57Qs.9LdijfifJFS0dLsJxQdeQRc3xCsIIf_pkvqdM3iq2BU&dib_tag=se&keywords=laptop&qid=1724844438&sr=8-129
81,"Apple 2024 MacBook Air 13â€³ Laptop with M3 chip: 34.46 cm (13.6â€³) Liquid Retina Display, 8GB Unified Memory, 512GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera, Touch ID- Space Grey  ","1,26,890",https://amazon.in//Apple-2024-MacBook-Laptop-chip/dp/B0CX232PQ8/ref=sr_1_130?dib=eyJ2IjoiMSJ9.9VZUCZBRnGp5mMlb3KoHaKeqElWbL_YvnUhdy240us_Bn8h9lb0FYXOtx6J45ThH_Tzu5uSUBm3UZ_-wEWzcdeQ3qrOZ-b1trHVmDDWVmxkjT_XeKlMPKY9nkZ_9vlLwI95Idz7RiTP7LtugtQlprts7R5-qT21hJFRZ0WnLQRY6zhwVW_Al_Kv00rJlBPuxdgiDsUJ4Su4WWXYX5NpnUa8uLGgbjv7PZU6NvNK57Qs.9LdijfifJFS0dLsJxQdeQRc3xCsIIf_pkvqdM3iq2BU&dib_tag=se&keywords=laptop&qid=1724844438&sr=8-130
82,"Lenovo IdeaPad 1 AMD Ryzen 5 5500U 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/HD Camera/1 Year ADP Free/Grey/1.6Kg), 82R400BGIN  ","35,500",https://amazon.in//Lenovo-IdeaPad-39-62cm-Windows-82R400BGIN/dp/B09MM58Y7Q/ref=sr_1_131?dib=eyJ2IjoiMSJ9.9VZUCZBRnGp5mMlb3KoHaKeqElWbL_YvnUhdy240us_Bn8h9lb0FYXOtx6J45ThH_Tzu5uSUBm3UZ_-wEWzcdeQ3qrOZ-b1trHVmDDWVmxkjT_XeKlMPKY9nkZ_9vlLwI95Idz7RiTP7LtugtQlprts7R5-qT21hJFRZ0WnLQRY6zhwVW_Al_Kv00rJlBPuxdgiDsUJ4Su4WWXYX5NpnUa8uLGgbjv7PZU6NvNK57Qs.9LdijfifJFS0dLsJxQdeQRc3xCsIIf_pkvqdM3iq2BU&dib_tag=se&keywords=laptop&qid=1724844438&sr=8-131
83,"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13500H 16"" (40.6cm) 2.5K IPS 350Nits Laptop (16GB/1TB SSD/Win 11/Office 2021/Backlit KB/FHD 1080p Camera/Alexa/3 Month Game Pass/Grey/1.89Kg), 82XF0077IN  ","73,490",https://amazon.in//Lenovo-IdeaPad-350Nits-Backlit-82XF0077IN/dp/B0CNK232CB/ref=sr_1_132?dib=eyJ2IjoiMSJ9.9VZUCZBRnGp5mMlb3KoHaKeqElWbL_YvnUhdy240us_Bn8h9lb0FYXOtx6J45ThH_Tzu5uSUBm3UZ_-wEWzcdeQ3qrOZ-b1trHVmDDWVmxkjT_XeKlMPKY9nkZ_9vlLwI95Idz7RiTP7LtugtQlprts7R5-qT21hJFRZ0WnLQRY6zhwVW_Al_Kv00rJlBPuxdgiDsUJ4Su4WWXYX5NpnUa8uLGgbjv7PZU6NvNK57Qs.9LdijfifJFS0dLsJxQdeQRc3xCsIIf_pkvqdM3iq2BU&dib_tag=se&keywords=laptop&qid=1724844438&sr=8-132
84,"(Refurbished) Dell Precision 7510 Intel Core i7 - 6820HQ Quad Core Processor, 16 GB Ram & 128 GB SSD, 15.6 Inches (Numeric Keypad) FHD Screen with Nvidia Quadro M1000M (2GB Graphic Card) Laptop  ","35,390",https://amazon.in//sspa/click?ie=UTF8&spc=MToyMzQxNjUxMzE0NjU4NzUxOjE3MjQ4NDQ0Mzg6c3BfYnRmOjMwMDE1MzkyOTcyNDUzMjo6MDo6&url=%2FRefurbished-Dell-Precision-7510-Intel%2Fdp%2FB0CZDBF68D%2Fref%3Dsr_1_133_sspa%3Fdib%3DeyJ2IjoiMSJ9.9VZUCZBRnGp5mMlb3KoHaKeqElWbL_YvnUhdy240us_Bn8h9lb0FYXOtx6J45ThH_Tzu5uSUBm3UZ_-wEWzcdeQ3qrOZ-b1trHVmDDWVmxkjT_XeKlMPKY9nkZ_9vlLwI95Idz7RiTP7LtugtQlprts7R5-qT21hJFRZ0WnLQRY6zhwVW_Al_Kv00rJlBPuxdgiDsUJ4Su4WWXYX5NpnUa8uLGgbjv7PZU6NvNK57Qs.9LdijfifJFS0dLsJxQdeQRc3xCsIIf_pkvqdM3iq2BU%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1724844438%26sr%3D8-133-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
85,"Lenovo LOQ 2024 12th Gen Intel Core i5-12450HX 15.6"" (39.6cm) 144Hz 300Nits FHD IPS Gaming Laptop (16GB/512GB SSD/NVIDIA RTX 3050 6GB Graphics/Win 11/Non-MSO/3 Mon. Game Pass/Grey/2.4Kg), 83GS003NIN  ","70,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToyMzQxNjUxMzE0NjU4NzUxOjE3MjQ4NDQ0Mzg6c3BfYnRmOjMwMDI2Mzc2MjAzNTIzMjo6MDo6&url=%2FLenovo-i5-12450HX-300Nits-Graphics-83GS003NIN%2Fdp%2FB0D49RN3X6%2Fref%3Dsr_1_134_sspa%3Fdib%3DeyJ2IjoiMSJ9.9VZUCZBRnGp5mMlb3KoHaKeqElWbL_YvnUhdy240us_Bn8h9lb0FYXOtx6J45ThH_Tzu5uSUBm3UZ_-wEWzcdeQ3qrOZ-b1trHVmDDWVmxkjT_XeKlMPKY9nkZ_9vlLwI95Idz7RiTP7LtugtQlprts7R5-qT21hJFRZ0WnLQRY6zhwVW_Al_Kv00rJlBPuxdgiDsUJ4Su4WWXYX5NpnUa8uLGgbjv7PZU6NvNK57Qs.9LdijfifJFS0dLsJxQdeQRc3xCsIIf_pkvqdM3iq2BU%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1724844438%26sr%3D8-134-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
86,"(Refurbished) Fujitsu Laptop H770 Intel Core i7-7th Gen Xeon E3-1505M V6 @ 3.0 Ghz Processor4GB Nvidia Quadro M2200 Graphic (8GB RAM/256GB SSD/15.6"" FHD (1080p)/Win 10/BT/ Numeric Keypad/ Silver)  ","25,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0ODM3Nzc1ODk1NDcwMjk0OjE3MjQ4NDQ0NDM6c3BfYXRmX25leHQ6MzAwMjg2MzcwMTc1MTMyOjowOjo&url=%2FRefurbished-Fujitsu-E3-1505M-Processor4GB-Graphic%2Fdp%2FB0DC46SSD6%2Fref%3Dsr_1_129_sspa%3Fdib%3DeyJ2IjoiMSJ9.2tP8ACiMKArRkaMJGEGxbP3z5zPdKjnPn5AIw3VA7tEQwcRudhxYKCTZJSwmG5OWqPVQdVvaaZG0NcbCAr7UKyTNnTH2NTZpN7ZQj7wF-ND2kno-XH3uIXypAPK1bi5zRaJy5ym1HwQzR4B63Eo5_r7XIoIgxxsfclQrfYj0GsEOONuBvQbVx6rBFbktExBcA0fBuzVTYPQ8yc2exh082aDXcbX5ydKLaID3MtgPE0c.OZ-rPiZ04dSX6dxS1GRQZQeqIgkXFK2ME7qbyj3R73E%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1724844442%26sr%3D8-129-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
87,"(Refurbished) Dell Precision 7520 Intel Core i7 - 7920HQ Quad Core Processor 7th Gen, 64 GB Ram & 2TB SSD, 15.6 Inches (Numeric Keypad) FHD Screen with Nvidia Quadro M2200 (4GB Graphic Card) Laptop  ","69,490",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0ODM3Nzc1ODk1NDcwMjk0OjE3MjQ4NDQ0NDM6c3BfYXRmX25leHQ6MzAwMTQ4NTM0ODc1MzMyOjowOjo&url=%2FRefurbished-Dell-Precision-7520-Intel%2Fdp%2FB0CXXR9HQM%2Fref%3Dsr_1_130_sspa%3Fdib%3DeyJ2IjoiMSJ9.2tP8ACiMKArRkaMJGEGxbP3z5zPdKjnPn5AIw3VA7tEQwcRudhxYKCTZJSwmG5OWqPVQdVvaaZG0NcbCAr7UKyTNnTH2NTZpN7ZQj7wF-ND2kno-XH3uIXypAPK1bi5zRaJy5ym1HwQzR4B63Eo5_r7XIoIgxxsfclQrfYj0GsEOONuBvQbVx6rBFbktExBcA0fBuzVTYPQ8yc2exh082aDXcbX5ydKLaID3MtgPE0c.OZ-rPiZ04dSX6dxS1GRQZQeqIgkXFK2ME7qbyj3R73E%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1724844442%26sr%3D8-130-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
88,"Lenovo ThinkBook 16 Intel 13th Gen Core i5 16"" (40.64cm) WUXGA IPS 300 Nits Antiglare Thin and Light Laptop (16GB/512GB SSD/Win 11 Home/Backlit Keyboard/Arctic Grey/1.7 Kg), 21KHA081IN  ","55,990",https://amazon.in//Lenovo-ThinkBook-Antiglare-Keyboard-21KHA081IN/dp/B0D82F4JMC/ref=sr_1_131?dib=eyJ2IjoiMSJ9.2tP8ACiMKArRkaMJGEGxbP3z5zPdKjnPn5AIw3VA7tEQwcRudhxYKCTZJSwmG5OWqPVQdVvaaZG0NcbCAr7UKyTNnTH2NTZpN7ZQj7wF-ND2kno-XH3uIXypAPK1bi5zRaJy5ym1HwQzR4B63Eo5_r7XIoIgxxsfclQrfYj0GsEOONuBvQbVx6rBFbktExBcA0fBuzVTYPQ8yc2exh082aDXcbX5ydKLaID3MtgPE0c.OZ-rPiZ04dSX6dxS1GRQZQeqIgkXFK2ME7qbyj3R73E&dib_tag=se&keywords=laptop&qid=1724844442&sr=8-131
89,"Lenovo V14 Intel Core i3 12th Gen 14"" (35.56 cm) FHD (1920x1080) Antiglare 250 nits Thin and Light Laptop (8GB RAM/512GB SSD/DOS/Iron Grey/1.43 kg), 82TSA01KIH  ","30,000",https://amazon.in//Lenovo-1920x1080-Antiglare-Laptop-82TSA01KIH/dp/B0C66685GZ/ref=sr_1_132?dib=eyJ2IjoiMSJ9.2tP8ACiMKArRkaMJGEGxbP3z5zPdKjnPn5AIw3VA7tEQwcRudhxYKCTZJSwmG5OWqPVQdVvaaZG0NcbCAr7UKyTNnTH2NTZpN7ZQj7wF-ND2kno-XH3uIXypAPK1bi5zRaJy5ym1HwQzR4B63Eo5_r7XIoIgxxsfclQrfYj0GsEOONuBvQbVx6rBFbktExBcA0fBuzVTYPQ8yc2exh082aDXcbX5ydKLaID3MtgPE0c.OZ-rPiZ04dSX6dxS1GRQZQeqIgkXFK2ME7qbyj3R73E&dib_tag=se&keywords=laptop&qid=1724844442&sr=8-132
90,"ASUS Vivobook 14, IntelCore i3-1215U 12th Gen, Thin and Light Laptop, 14"" (35.56 cm) FHD, (8 GB RAM/512GB SSD/Windows11/Office 2021/Fingerprint/42WHr /Silver/1.40 kg), X1404ZA-NK322WS  ","35,990",https://amazon.in//ASUS-Vivobook-IntelCore-Fingerprint-X1404ZA-NK322WS/dp/B0CCPBPYSB/ref=sr_1_19?dib=eyJ2IjoiMSJ9.MPfRRWvR1zv8cS4EMt5RBaNu69b4O1sNkIk9bvdoBdgXUNROBVNK5LTVCuIKMZcde85G289Jga3jfVgcSNhfgcaOZ8nYqSDxQsFLZcnGfK0lsvAaU0kKTtscNQzzZ0voXuhmQF88VcES9d8FFudj4EUyfpmwmbpl_muaeMH6_3nFqmixZIYTSIaanzGvBknGDWYXlYoUpuTSoqqSCNLhqNlHhGjlwQM3a-RS1X8nUtw.0dJPNyW1m5cbhJYsmii28fe0Pok_4LqmgBvX7Yq0tAk&dib_tag=se&keywords=laptop&qid=1724844408&sr=8-19
91,"Acer Aspire Lite 12th Gen Intel Core i7-1255U Premium Metal Laptop (Windows 11 Home/16 GB RAM/512 GB SSD) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg  ","52,990",https://amazon.in//Acer-i7-1255U-Premium-Windows-AL15-52/dp/B0D262KC1J/ref=sr_1_133?dib=eyJ2IjoiMSJ9.2tP8ACiMKArRkaMJGEGxbP3z5zPdKjnPn5AIw3VA7tEQwcRudhxYKCTZJSwmG5OWqPVQdVvaaZG0NcbCAr7UKyTNnTH2NTZpN7ZQj7wF-ND2kno-XH3uIXypAPK1bi5zRaJy5ym1HwQzR4B63Eo5_r7XIoIgxxsfclQrfYj0GsEOONuBvQbVx6rBFbktExBcA0fBuzVTYPQ8yc2exh082aDXcbX5ydKLaID3MtgPE0c.OZ-rPiZ04dSX6dxS1GRQZQeqIgkXFK2ME7qbyj3R73E&dib_tag=se&keywords=laptop&qid=1724844442&sr=8-133
92,"Dell Vostro 15 Thin & Light Laptop, Intel Core 13th Generation i5-1334U Processor, 16GB DDR4 & 512GB SSD, 15.6""(39.62cm) FHD 120Hz 250 nits, Windows 11 + MSO'21 + 15 Month Mcafee, Carbon Black, 1.66kg  ","54,200",https://amazon.in//Dell-Generation-i5-1334U-Processor-39-62cm/dp/B0D46QQHW6/ref=sr_1_134?dib=eyJ2IjoiMSJ9.2tP8ACiMKArRkaMJGEGxbP3z5zPdKjnPn5AIw3VA7tEQwcRudhxYKCTZJSwmG5OWqPVQdVvaaZG0NcbCAr7UKyTNnTH2NTZpN7ZQj7wF-ND2kno-XH3uIXypAPK1bi5zRaJy5ym1HwQzR4B63Eo5_r7XIoIgxxsfclQrfYj0GsEOONuBvQbVx6rBFbktExBcA0fBuzVTYPQ8yc2exh082aDXcbX5ydKLaID3MtgPE0c.OZ-rPiZ04dSX6dxS1GRQZQeqIgkXFK2ME7qbyj3R73E&dib_tag=se&keywords=laptop&qid=1724844442&sr=8-134
93,"Lenovo ThinkBook 15 G5 AMD Ryzen 7 7730U 15.6"" FHD Antiglare 250 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Fingerprint Reader/Backlit/Mineral Grey/1 Year Onsite/1.7 kg), 21JFA00BIN  ","44,990",https://amazon.in//Lenovo-ThinkBook-Antiglare-Fingerprint-21JFA00BIN/dp/B0CGCRRC1Z/ref=sr_1_135?dib=eyJ2IjoiMSJ9.2tP8ACiMKArRkaMJGEGxbP3z5zPdKjnPn5AIw3VA7tEQwcRudhxYKCTZJSwmG5OWqPVQdVvaaZG0NcbCAr7UKyTNnTH2NTZpN7ZQj7wF-ND2kno-XH3uIXypAPK1bi5zRaJy5ym1HwQzR4B63Eo5_r7XIoIgxxsfclQrfYj0GsEOONuBvQbVx6rBFbktExBcA0fBuzVTYPQ8yc2exh082aDXcbX5ydKLaID3MtgPE0c.OZ-rPiZ04dSX6dxS1GRQZQeqIgkXFK2ME7qbyj3R73E&dib_tag=se&keywords=laptop&qid=1724844442&sr=8-135
94,"Dell Inspiron 3530 Laptop, 13th Gen Intel Core i5-1334U Processor, 16GB DDR4, 512GB SSD, 15.6""(39.62cm) FHD 120Hz 250 nits, Backlit KB, Win 11 + Mso'21 & 15 Month McAfee, Silver, Thin & Light- 1.62kg  ","58,576",https://amazon.in//Dell-Inspiron-i5-1334U-Processor-39-62cm/dp/B0D2Y1BLDT/ref=sr_1_136?dib=eyJ2IjoiMSJ9.2tP8ACiMKArRkaMJGEGxbP3z5zPdKjnPn5AIw3VA7tEQwcRudhxYKCTZJSwmG5OWqPVQdVvaaZG0NcbCAr7UKyTNnTH2NTZpN7ZQj7wF-ND2kno-XH3uIXypAPK1bi5zRaJy5ym1HwQzR4B63Eo5_r7XIoIgxxsfclQrfYj0GsEOONuBvQbVx6rBFbktExBcA0fBuzVTYPQ8yc2exh082aDXcbX5ydKLaID3MtgPE0c.OZ-rPiZ04dSX6dxS1GRQZQeqIgkXFK2ME7qbyj3R73E&dib_tag=se&keywords=laptop&qid=1724844442&sr=8-136
95,"Acer Travelmate Business Laptop Intel Core i7-1165G7 Processor (Windows 11 Home/16 GB DDR4/512 GB SSD/Intel Iris Xe Graphics) TMP214-53 with 35.56 cm (14"") Full HD Display  ","42,990",https://amazon.in//Acer-Travelmate-i7-1165G7-Processor-TMP214-53/dp/B0CHRNZ37L/ref=sr_1_137?dib=eyJ2IjoiMSJ9.2tP8ACiMKArRkaMJGEGxbP3z5zPdKjnPn5AIw3VA7tEQwcRudhxYKCTZJSwmG5OWqPVQdVvaaZG0NcbCAr7UKyTNnTH2NTZpN7ZQj7wF-ND2kno-XH3uIXypAPK1bi5zRaJy5ym1HwQzR4B63Eo5_r7XIoIgxxsfclQrfYj0GsEOONuBvQbVx6rBFbktExBcA0fBuzVTYPQ8yc2exh082aDXcbX5ydKLaID3MtgPE0c.OZ-rPiZ04dSX6dxS1GRQZQeqIgkXFK2ME7qbyj3R73E&dib_tag=se&keywords=laptop&qid=1724844442&sr=8-137
